date,customer_id,order_id,product,quantity,price
2018100219,b731df05-98fa-4610-8496-716ec530a02c,68474,Доска гладильная Eurogold Professional 130х48 см металлическая сетка 35748W,1,3299.0
2018100220,b731df05-98fa-4610-8496-716ec530a02c,68474,Доска гладильная Eurogold Professional 130х48 см металлическая сетка 35748W,1,3299.0
2018100221,29a514f5-a27e-4939-85d5-874a0c3f7a2c,68510,Суккулент Микс d-5 см,1,74.0
2018100221,29a514f5-a27e-4939-85d5-874a0c3f7a2c,68510,Эхеверия Перл Фон Нюрнберг d-7 см,1,119.0
2018100304,b731df05-98fa-4610-8496-716ec530a02c,68474,Доска гладильная Eurogold Professional 130х48 см металлическая сетка 35748W,1,3299.0
2018100308,c971fb21-d54c-4134-938f-16b62ee86d3b,68511,Набор прищепок большие пластиковые ROZENBAL ПИНОККИО 10 шт R102312,10,86.0
2018100310,c971fb21-d54c-4134-938f-16b62ee86d3b,68514,Сушилка для белья Attribute ПРИМА 11 м синяя напольная ADP410,1,749.0
2018100310,d0c6d3d9-dc3b-4406-afb7-f6cb0da3a4a9,68515,"Коврик придверный 45х75см. с рельефным рисунком ""Welcome"", коричневый, CR005",1,674.0
2018100310,d0c6d3d9-dc3b-4406-afb7-f6cb0da3a4a9,68515,"Коврик Bacchetta MagicStop 0,3x1,5 м бежевый для сушки посуды 2289",1,187.0
2018100310,d0c6d3d9-dc3b-4406-afb7-f6cb0da3a4a9,68515,"Корзина для глаженного белья Natural Style, 45 л, 27*38*59 см, коричневая, D 00708-213, Curver 00708-213",1,488.0
2018100310,d0c6d3d9-dc3b-4406-afb7-f6cb0da3a4a9,68515,"Корзина пластиковая для белья 60л. с крышкой бежевая 1860/2, Виолет",1,592.0
2018100311,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68516,Сушилка для белья потолочно-настенная Gimi Lift 200,1,1649.0
2018100314,1e17318f-c4f1-4d0f-8ee4-9bf976c5b4ef,68517,Подкладка под чехол Zalger 520140 135х50 см поролон,1,127.0
2018100315,eee7b1fa-ba81-4049-add6-370ee5e62e72,68518,"Набор кружек для пива ГАМБУРГ 2шт 500мл, H5072, Luminarc, Россия",1,187.0
2018100317,f043e014-b263-4ef7-adc7-340e6c71213c,68519,"Коврик интерьерный для кухни Village Street Floral из ПВХ прямоугольный 50х107 см, Apache, 4663",1,1762.0
2018100400,bc7795fc-dbe8-44db-ad28-e0b75d86dabd,68520,Дозатор для мыла Hausmann белый HM-B0194R-2,1,524.0
2018100409,e64aad3a-fffc-4193-8df5-e94a43eff295,68521,"Ёрш унитазный с подставкой WC ""Стандарт"", Мультипласт 1712010",1,67.0
2018100409,e64aad3a-fffc-4193-8df5-e94a43eff295,68521,"Комнатное растение в горшке Кофе Арабика, d12, h25",1,194.0
2018100409,e64aad3a-fffc-4193-8df5-e94a43eff295,68521,"Нож для чистки овощей WEBBER из нержавеющей стали 12х6,8х1,5 см ВЕ-5275",1,52.0
2018100409,e64aad3a-fffc-4193-8df5-e94a43eff295,68521,Подкладка под чехол Zalger 520114 135х50 см войлок,1,127.0
2018100409,e64aad3a-fffc-4193-8df5-e94a43eff295,68521,Подкладка под чехол Zalger 520140 135х50 см поролон,1,127.0
2018100409,32de7df8-8d4f-4c84-a7b9-c41d00dd83ba,68522,Эвкалипт Гунни d-17 см h-60 см,1,1409.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж Виноград, желтый, 24 см, полиуретан, Fancy Fair/G60-Y",1,247.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж Виноград, зеленый, 26 см, полиуретан, Fancy Fair/G85-G",1,247.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж Виноград, черный, 26 см, полиуретан, Fancy Fair/G85-B",2,247.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж Вишня, вишневый, 3 см, 10 шт, полиуретан, Fancy Fair/ff CR30/10",2,97.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж ГРАНАТ 9см, красный, Fancy Fair, SL90, красный",4,59.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж Груша, желтый, 9,5 см, полиуретан, Fancy Fair/ff LI95-01",3,59.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж Груша, желтый, 9,5 см, полиуретан, Fancy Fair/ff LI95-03",2,59.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж Мандарин, оранжевый, 8 см, полиуретан, Fancy Fair/ff JZ80",6,52.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,"Муляж Персик, оранжевый, 9 см, полиуретан, Fancy Fair/ff TZ90",5,59.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,Набор фужеров Luminarc ДАМПЬЕР СИЛЬВЕР для вина 260 мл 6 шт H7939,1,1949.0
2018100410,e8a27cb1-6d5a-4161-aac4-11df7dfb4a0e,68523,Цветок искусственный Гвоздика тканевая красная 50 см,5,22.0
2018100412,35fecc88-69a5-49d2-bedf-1f1020f82829,68524,"Сумка для тележки большая комбинированная 45*30*25, 1209021",1,374.0
2018100413,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68525,"Ёрш унитазный с деревянной ручкой , Ваир 1712012",15,56.0
2018100413,32de7df8-8d4f-4c84-a7b9-c41d00dd83ba,68522,Эвкалипт Гунни d-17 см h-60 см,1,1409.0
2018100416,4ce3fbb4-0873-4170-b926-790361d1731e,68526,Сумка-тележка хозяйственная Gimi Market желтая,1,1874.0
2018100416,6f614f8f-4e47-4b87-8594-fe2d2c3b7077,68527,"Герань домашняя (пеларгония зональная) цветущая , D12, H25-30, красная, махровая",1,149.0
2018100417,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68528,"Мусорный контейнер в ванную комнату BOWL-SHINY полистирол 14х16 см белый, Spirella, 1014964",2,1649.0
2018100417,d1a13243-9111-454f-848c-dcce0958528c,68529,"Сумка-тележка хозяйственная Andersen Scala Shopper Plus, Elba, черная 133-051-80",1,5024.0
2018100417,d1a13243-9111-454f-848c-dcce0958528c,68529,"Сумка-тележка хозяйственная Rolser Jet Cuadro MH Joy серо-желтая, JET019 marengo JOY",1,3734.0
2018100421,b02045c7-8d41-463e-8bba-cb172a28125e,68531,"Плед флисовый 100% полиэстер 185х240 см бежевый, Wellness, WP184-Айленд_2",1,1049.0
2018100421,b02045c7-8d41-463e-8bba-cb172a28125e,68531,"Скатерть Династия 100% полиэфир прямоугольная 350х180 см сливочная, Wellness, WT355-Династия*02",1,1949.0
2018100500,b80e4826-7218-4bf9-ac08-eb2c81ab3f62,13547,Рассада зелени для кухни Лаванды в кассете по 6 шт,1,315.0
2018100500,b80e4826-7218-4bf9-ac08-eb2c81ab3f62,13547,Рассада зелени для кухни Розмарина в кассете по 6 шт,1,207.0
2018100500,b80e4826-7218-4bf9-ac08-eb2c81ab3f62,13547,Рассада зелени для кухни Тимьяна в кассете по 6 шт,1,162.0
2018100511,fc7d1558-6c08-413b-86a2-deec73d5fff7,68535,"Герань домашняя (пеларгония зональная) цветущая D12, H25-30, лососевая, махровая",1,149.0
2018100512,b463177a-cc14-44f6-a225-0e03170f5d41,68536,Коврик хлопковый 40х60 см цвета в ассортименте 6194,2,97.0
2018100512,b463177a-cc14-44f6-a225-0e03170f5d41,68536,Коврик хлопковый 45х75 см цвета в ассортименте 6195,2,127.0
2018100512,b463177a-cc14-44f6-a225-0e03170f5d41,68536,"Сушилка для белья на батарею, СБ5-45, НИКА",1,134.0
2018100513,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68540,"Таз пластмассовый 24,0 л пищевой круглый (Иж), 1404006",1,239.0
2018100513,ec7d88d5-2a52-4843-80d7-1f193f1c44e1,68541,"Кувшин пластмассовый с крышкой ""Кумган"" 2,0 л 1408003",1,149.0
2018100517,552e17df-ba16-4e66-84fb-55a5557a6bea,68544,"Вилка столовая RIPPLE сталь 3 мм, 3 шт, Attribute, ACR013",3,187.0
2018100517,552e17df-ba16-4e66-84fb-55a5557a6bea,68544,"Ложка столовая RIPPLE сталь 3 мм, 3 шт, Attribute, ACR023",4,202.0
2018100517,552e17df-ba16-4e66-84fb-55a5557a6bea,68544,"Ложка чайная RIPPLE сталь 2,5 мм, 3 шт, Attribute, ACR033",4,142.0
2018100517,552e17df-ba16-4e66-84fb-55a5557a6bea,68544,"Нож столовый RIPPLE 80 г 2 шт, Attribute, ACR042",3,172.0
2018100520,bff430c5-b12c-4af3-b814-eb482e105965,68546,"Муляж Перец Чили в связке, зеленый, 60 см, полиуретан, Fancy Fair/ff GP60",1,464.0
2018100600,859ff7b8-ec8c-4d6b-8c38-345788d8766f,68547,Адиантум Лиза d-12 см,1,412.0
2018100600,859ff7b8-ec8c-4d6b-8c38-345788d8766f,68547,"Герань домашняя (пеларгония зональная) цветущая D12, H25-30, белая, махровая",1,149.0
2018100600,859ff7b8-ec8c-4d6b-8c38-345788d8766f,68547,"Герань домашняя (пеларгония зональная) цветущая D12, H25-30, коралловая, полумахровая",1,149.0
2018100617,4a6df0eb-6675-4285-a121-3db91e6bb02b,68550,"Ковер придверный ""MULTY RUS"" 120х180см., коричневый, РР214/07034",1,1949.0
2018100700,ccce53f4-b830-4c58-95f5-a9552ee90f03,68553,"Перчатки латексные № 3 для дома утолщенные, Rozenbal, R105628",3,427.0
2018100707,f37fa8c2-24a0-451a-8306-39d397e7c4b2,68554,Стремянка алюминиевая Hailo 4302-301 LivingStep Comfort PLus 2 ступенчатая алюминиевая,1,4949.0
2018100712,43993fd2-20c9-44f7-8634-cf0aee26df4f,14482,Пеларгония зональная диам. 12 см сиреневый полумахровый,1,188.0
2018100712,43993fd2-20c9-44f7-8634-cf0aee26df4f,14482,Пеларгония зональная диам. 12 см темнорозовая полумахровая,1,188.0
2018100716,ce0e0c29-8c8b-4714-84bd-80957224d4cf,68557,Сумка-тележка хозяйственная Gimi Market синяя,1,1874.0
2018100716,cf971740-da80-41a6-acfb-ef934cede4b4,68556,Гладильная доска Gimi Jean Green Line 107х30 см,1,1349.0
2018100717,ce0e0c29-8c8b-4714-84bd-80957224d4cf,68557,Сумка-тележка хозяйственная Gimi Market синяя,1,1874.0
2018100719,03b7b4a5-9e2c-42f9-a131-96f3d2772f17,68558,Лестница-стремянка Dogrular Ufuk оцинкованная 7-ми ступенчатая,1,1574.0
2018100720,ae8e32f4-ff7f-4ee4-bef9-f223caa9a3dd,68559,Сумка-тележка 2-х колесная Gimi Argo синяя,1,1049.0
2018100803,9b7eec83-6cad-4376-a3a5-ed6a3633f970,68560,"Толкушка для картофеля из нержавеющей стали Proline, Leifheit, 03032",1,1199.0
2018100807,c971fb21-d54c-4134-938f-16b62ee86d3b,68561,Тележка багажная DELTA ТБР-20 коричневый с оранжевым грузоподъемность 25 кг сумка и 50 кг каркас РОССИЯ,1,742.0
2018100808,c971fb21-d54c-4134-938f-16b62ee86d3b,68562,"Готовая скатерть Ажурная Dia Rose круглая д.152 белая, 5173, Towa Co., LTD",1,712.0
2018100809,c971fb21-d54c-4134-938f-16b62ee86d3b,68563,"Сушилка для белья потолочная Zalger Lift Basic 1520 200 см, 10 м",1,614.0
2018100810,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68564,Сушилка для белья напольная Gimi Modular 3 Lux Silver,1,1724.0
2018100811,b6f177c7-20f6-4e4e-87ca-484908f8e729,68565,Искусственный цветок Роза Маргарита пластик 58 см,10,28.0
2018100812,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68567,"Простыня на резинке односпальная Wellness RM90-Арктик 100% хлопок, 90х200 см, белая",2,899.0
2018100812,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68567,Сумка-тележка хозяйственная Gimi Bella синяя,1,1087.0
2018100812,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68567,"Чайник эмалированный ""Алые маки"" со свистком 2,5 л. ЕМ-25001/11",1,937.0
2018100813,bc59104e-73fb-4057-a65d-2325dc4b69dd,68569,"Ёрш для бутылки из натурального волокна и металла 23 см кремовый, Burstenmann, 0473/0003",10,142.0
2018100813,c971fb21-d54c-4134-938f-16b62ee86d3b,68568,"Таз пластмассовый 18,0 л квадратный (ТП-18) ""Пластхозторг"", 1404042",1,254.0
2018100815,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 15,0 л пищевой овальный ""Ekko"" 2775, 1404032",1,209.0
2018100815,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 18,0 л пищевой (Иж), 1404047",1,194.0
2018100815,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 20,0 л пищевой (Минеральные воды), 1404045",1,277.0
2018100815,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 24,0 л пищевой круглый (Иж), 1404006",1,239.0
2018100815,9151d307-654c-4239-a888-ada5ca45f0b2,68571,"Набор вешалок для костюма 45см 4шт цвет: кремовый, Attribute, AHP224",37,202.0
2018100815,5e8789b4-2e82-48d7-8bde-0dec9e7f041c,68572,"Таз пластмассовый 20,0 л пищевой овальный ""Ekko"" 2776, 1404043",1,292.0
2018100816,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68575,"Штора текстильная для ванны и душа полиэстер, ""Разноцветные пузырьки"" 180х200см, розов/желт/белый, DSCN4061",1,749.0
2018100819,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 15,0 л пищевой овальный ""Ekko"" 2775, 1404032",1,209.0
2018100819,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 18,0 л пищевой (Иж), 1404047",1,194.0
2018100819,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 20,0 л пищевой (Минеральные воды), 1404045",1,277.0
2018100819,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 24,0 л пищевой круглый (Иж), 1404006",1,239.0
2018100820,cfa03448-10b8-4538-94c9-82d53e869582,68577,"Сушилка для белья потолочно-настенная Gimi Lift 220, 5030",1,1949.0
2018100906,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 15,0 л пищевой овальный ""Ekko"" 2775, 1404032",1,209.0
2018100906,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 18,0 л пищевой (Иж), 1404047",1,194.0
2018100906,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 20,0 л пищевой (Минеральные воды), 1404045",1,277.0
2018100906,3de09660-90bc-4a28-aaf1-34c8435fe59c,68574,"Таз пластмассовый 24,0 л пищевой круглый (Иж), 1404006",1,239.0
2018100907,3bc760df-7192-4ebc-9403-21ad69060f00,68578,Настенная сушилка для белья Gimi Brio Super 60,1,689.0
2018100907,3bc760df-7192-4ebc-9403-21ad69060f00,68578,"Сушилка для белья потолочная Лиана 2,2 м 1703010",2,697.0
2018100908,98e660a4-b3ab-4abb-a94c-ae393f109d02,68579,"Банка со стеклянной крышкой, COLOR SERIES, круглая, 10*10*12 см, 300 мл VALIANT, JP-S300",1,119.0
2018100908,98e660a4-b3ab-4abb-a94c-ae393f109d02,68579,"Банка со стеклянной крышкой, COLOR SERIES, круглая, 7*7,6*12,5 см, 280 мл VALIANT, JP-S280",2,60.0
2018100909,c971fb21-d54c-4134-938f-16b62ee86d3b,68580,"Стяжка оконная с болтом СТ-55 цинк, 1108354",64,19.0
2018100909,a4b04a63-e66c-40b1-8bc0-f1a1c93291d8,68582,Сумка-тележка 3-х колесная Gimi Tris Floral синяя,1,2699.0
2018100910,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68583,"Сушилка для белья потолочная ЛИАНА ЛЮКС 140, ЛДН-Т",1,449.0
2018100911,0b0ea807-ff4e-4bbf-b6be-5b7343b8af9d,68586,Сумка-тележка 2-х колесная Gimi Argo синяя,1,1049.0
2018100911,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68585,"Крючок одежный тройной латунь (Б-47), 1110182",25,57.0
2018100913,f5c28991-8268-4e71-a71e-28b98a9ac5f9,68587,"Набор ковров для ванной комнаты, ""Офелия"", 40х50/50х80см., серый/бежевый, NTBM50804050-26-190",1,599.0
2018100915,3d64da20-86d3-493c-bb8f-2c7c5471c167,68589,Сушилка для белья ВИОЛЕТ Ricko 5м Rk-5/100 настенная,2,637.0
2018100915,f5c28991-8268-4e71-a71e-28b98a9ac5f9,68588,Комплект для ванной и туалета Dasch 50х80 см и 55х55 см TL-2-E Лавр бежевый 5755,1,525.0
2018100916,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68590,"Сумка для тележки большая комбинированная 45*30*25, 1209021",1,374.0
2018100917,4d93d3f6-8b24-403b-a74b-f5173e40d7db,68591,Тележка багажная DELTA ТБР-20 синий грузоподъемность 25 кг сумка и 50 кг каркас РОССИЯ,1,742.0
2018100921,4ca25cd8-3ede-4cfd-81d8-4f1564b45568,68592,"Стяжка оконная с болтом СТ-55 цинк, 1108354",10,20.0
2018101008,c971fb21-d54c-4134-938f-16b62ee86d3b,68596,Сумка-тележка 3-х колесная Gimi Tris Floral синяя,1,2699.0
2018101013,c971fb21-d54c-4134-938f-16b62ee86d3b,68597,"Сумка-тележка хозяйственная Andersen Scala Shopper, Elba, черная 112-051-80",1,3899.0
2018101014,3e2c8193-3fc0-4607-a59f-bcdf169ce351,68599,Муляж Апельсин 8 см полиуретан,25,51.0
2018101014,3e2c8193-3fc0-4607-a59f-bcdf169ce351,68599,Муляж Яблоко зеленый 9 см полиуретан,25,51.0
2018101014,435dab4f-c76c-4665-9ff0-e6e7c9643047,68598,"Сумка-тележка хозяйственная Welfull Daisy, черная 100-002-80",1,1139.0
2018101015,b1603989-dd5b-4fcb-a0ce-1e2cd985d2a0,68601,Кампанула махровая двухцветная d-10 см,1,314.0
2018101015,b1603989-dd5b-4fcb-a0ce-1e2cd985d2a0,68601,Пеларгония душистая d-13 см,1,149.0
2018101019,39334cc6-4608-4e62-9211-4413d56398be,68602,Сушилка для белья Gimi Alablock,1,1012.0
2018101020,d2205f60-26b3-4a83-9dd9-b14c988a6c8f,68603,Тележка багажная DELTA ТБР-22 синий грузоподъемность 20 кг сумка и 50 кг каркас РОССИЯ,1,637.0
2018101021,f2c89d9e-9cec-45c8-85ed-883cb1170e47,14485,Пеларгония зональная диам. 12 см красная махровая,2,169.0
2018101021,f2c89d9e-9cec-45c8-85ed-883cb1170e47,14485,Пеларгония зональная диам. 12 см ярко красная махровая,1,188.0
2018101021,f2c89d9e-9cec-45c8-85ed-883cb1170e47,14485,Пеларгония зональная махровая белая,1,150.0
2018101108,c971fb21-d54c-4134-938f-16b62ee86d3b,68604,"Герань домашняя (пеларгония зональная) цветущая , D12, H25-30, красная, махровая",1,149.0
2018101108,c971fb21-d54c-4134-938f-16b62ee86d3b,68604,"Герань домашняя (пеларгония зональная) цветущая D12, H25-30, белая, махровая",1,149.0
